transaction_id,customer_id,transaction_date,transaction_time,merchant,transaction_amount,location,payment_method,account_age_days,fraud_flag
T000303,C0025,2026-02-12,15:58,CVS,242.3,Charlotte NC,Credit Card,61,0
T000304,C0028,2026-03-03,13:44,Amazon,374.71,Charlotte NC,Credit Card,1267,0
T000305,C0091,2026-02-06,18:29,Amazon,278.28,Savannah GA,Credit Card,1122,0
T000306,C0084,2026-03-05,20:06,Publix,183.02,Jonesboro GA,Debit Card,1674,0
T000307,C0093,2026-02-22,07:36,PetSmart,188.5,Jonesboro GA,Credit Card,1799,0
T000308,C0029,2026-03-16,19:18,Starbucks,278.89,Atlanta GA,Debit Card,342,0
T000309,C0026,2026-02-01,21:35,Publix,287.05,Marietta GA,Debit Card,1370,0
T000310,C0088,2026-03-24,21:29,Publix,483.42,Jonesboro GA,Debit Card,374,0
T000311,C0094,2026-03-04,11:58,Publix,361.56,Marietta GA,Credit Card,1851,0
T000312,C0070,2026-01-10,07:48,Walmart,420.34,Miami FL,Credit Card,43,0
T000313,C0053,2026-01-20,06:13,Starbucks,38.64,Charlotte NC,Credit Card,1065,0
T000314,C0059,2026-01-03,06:34,Publix,331.35,Atlanta GA,Debit Card,1159,0
T000315,C0053,2026-02-06,06:32,Walmart,270.19,Atlanta GA,Debit Card,1695,0
T000316,C0090,2026-03-09,10:15,Best Buy,459.43,Marietta GA,Credit Card,423,0
T000317,C0080,2026-02-20,08:23,Home Depot,137.33,Jonesboro GA,Debit Card,1994,0
T000318,C0052,2026-01-29,15:43,PetSmart,495.17,Miami FL,Credit Card,1725,0
T000319,C0011,2026-03-12,21:03,Walmart,192.74,Atlanta GA,Debit Card,1334,0
T000320,C0002,2026-03-24,16:36,Starbucks,423.44,Atlanta GA,Debit Card,1787,0
T000321,C0013,2026-03-30,21:17,Home Depot,109.65,Atlanta GA,Credit Card,125,0
T000322,C0010,2026-02-10,06:13,Shell,93.78,Miami FL,Credit Card,1232,0
T000323,C0019,2026-01-31,18:43,Best Buy,85.41,Atlanta GA,Debit Card,1866,0
T000324,C0070,2026-03-30,08:32,Publix,396.3,Savannah GA,Credit Card,1556,0
T000325,C0045,2026-01-10,16:38,Walmart,119.91,Atlanta GA,Debit Card,1604,0
T000326,C0079,2026-02-04,20:31,CVS,19.66,Savannah GA,Debit Card,497,0
T000327,C0046,2026-03-16,18:05,Home Depot,96.94,Savannah GA,Debit Card,1611,0
T000328,C0080,2026-01-20,18:45,Shell,45.61,Marietta GA,Credit Card,1635,0
T000329,C0082,2026-01-14,08:00,Starbucks,161.76,Charlotte NC,Debit Card,1961,0
T000330,C0040,2026-01-12,11:27,PetSmart,55.6,Jonesboro GA,Debit Card,949,0
T000331,C0072,2026-01-12,17:35,Home Depot,56.13,Miami FL,Debit Card,220,0
T000332,C0077,2026-02-22,18:49,CVS,11.11,Jonesboro GA,Debit Card,203,0
T000333,C0093,2026-01-22,10:17,Home Depot,344.23,Marietta GA,Credit Card,646,0
T000334,C0035,2026-02-05,19:19,PetSmart,87.77,Marietta GA,Credit Card,1021,0
T000335,C0010,2026-03-05,12:29,Publix,361.85,Jonesboro GA,Credit Card,249,0
T000336,C0018,2026-03-21,18:51,Shell,169.45,Atlanta GA,Debit Card,1795,0
T000337,C0043,2026-03-25,10:19,PetSmart,408.66,Jonesboro GA,Debit Card,686,0
T000338,C0078,2026-02-20,16:18,Amazon,92.93,Savannah GA,Debit Card,1535,0
T000339,C0089,2026-02-05,18:23,PetSmart,166.31,Miami FL,Credit Card,263,0
T000340,C0073,2026-03-12,06:46,Amazon,342.45,Miami FL,Credit Card,975,0
T000341,C0091,2026-01-09,19:43,Amazon,416.48,Savannah GA,Debit Card,1052,0
T000342,C0018,2026-02-24,18:04,Shell,331.04,Marietta GA,Debit Card,949,0
T000343,C0077,2026-03-30,19:34,PetSmart,269.51,Miami FL,Debit Card,105,0
T000344,C0047,2026-02-01,17:10,Home Depot,59.14,Miami FL,Credit Card,1355,0
T000345,C0079,2026-02-12,19:06,Walmart,483.57,Miami FL,Debit Card,51,0
T000346,C0013,2026-02-20,20:49,Shell,225.66,Marietta GA,Credit Card,1421,0
T000347,C0076,2026-03-03,09:18,Home Depot,498.86,Marietta GA,Debit Card,881,0
T000348,C0011,2026-02-13,20:50,Target,177.42,Charlotte NC,Credit Card,453,0
T000349,C0067,2026-03-31,20:20,PetSmart,53.32,Jonesboro GA,Debit Card,167,0
T000350,C0039,2026-02-13,09:43,Walmart,16.18,Charlotte NC,Credit Card,1668,0
T000351,C0022,2026-02-12,23:27,Amazon,278.2,Miami FL,Credit Card,1992,0
T000352,C0060,2026-03-26,19:25,Amazon,97.26,Savannah GA,Credit Card,89,0
T000353,C0095,2026-02-19,06:45,CVS,298.14,Marietta GA,Debit Card,469,0
T000354,C0027,2026-03-10,11:23,Shell,290.79,Charlotte NC,Credit Card,697,0
T000355,C0026,2026-03-04,22:40,PetSmart,337.0,Atlanta GA,Debit Card,671,0
T000356,C0077,2026-02-14,17:54,Best Buy,295.57,Miami FL,Debit Card,967,0
T000357,C0080,2026-03-17,08:43,Starbucks,459.75,Charlotte NC,Debit Card,304,0
T000358,C0041,2026-02-17,10:32,Target,62.89,Marietta GA,Debit Card,825,0
T000359,C0054,2026-03-04,23:44,CVS,214.4,Marietta GA,Debit Card,1912,0
T000360,C0083,2026-01-18,11:20,Starbucks,247.37,Miami FL,Credit Card,1754,0
T000361,C0058,2026-03-04,10:12,CVS,476.16,Atlanta GA,Debit Card,1699,0
T000362,C0050,2026-03-04,19:45,Home Depot,207.52,Miami FL,Debit Card,1750,0
T000363,C0057,2026-01-29,15:02,PetSmart,284.87,Marietta GA,Credit Card,592,0
T000364,C0029,2026-03-14,21:35,Home Depot,391.47,Jonesboro GA,Credit Card,1076,0
T000365,C0015,2026-02-16,23:52,CVS,388.68,Atlanta GA,Debit Card,1579,0
T000366,C0006,2026-01-14,13:19,PetSmart,494.94,Miami FL,Credit Card,1821,0
T000367,C0005,2026-01-12,20:55,PetSmart,431.79,Jonesboro GA,Debit Card,270,0
T000368,C0100,2026-03-20,19:10,Amazon,431.22,Marietta GA,Debit Card,1291,0
T000369,C0018,2026-03-10,14:38,Amazon,287.19,Marietta GA,Credit Card,1133,0
T000370,C0022,2026-02-04,22:57,Publix,148.22,Charlotte NC,Debit Card,1421,0
T000371,C0013,2026-03-25,10:44,Starbucks,496.28,Savannah GA,Credit Card,1803,0
T000372,C0017,2026-03-28,18:31,Amazon,415.1,Marietta GA,Debit Card,321,0
T000373,C0074,2026-01-10,08:25,Shell,190.71,Charlotte NC,Debit Card,1085,0
T000374,C0096,2026-03-04,16:37,Shell,230.07,Charlotte NC,Debit Card,35,0
T000375,C0100,2026-03-31,17:54,Target,319.25,Charlotte NC,Debit Card,159,0
T000376,C0069,2026-03-05,14:20,Best Buy,413.3,Marietta GA,Debit Card,1726,0
T000377,C0037,2026-03-04,16:57,Publix,285.24,Miami FL,Credit Card,1427,0
T000378,C0098,2026-02-28,06:07,Walmart,314.96,Atlanta GA,Credit Card,1933,0
T000379,C0021,2026-02-24,12:44,PetSmart,495.96,Savannah GA,Credit Card,1892,0
T000380,C0017,2026-02-16,14:05,Shell,51.2,Marietta GA,Debit Card,791,0
T000381,C0086,2026-03-31,13:27,Starbucks,314.67,Atlanta GA,Debit Card,1372,0
T000382,C0012,2026-01-17,13:33,Target,241.02,Atlanta GA,Credit Card,1422,0
T000383,C0057,2026-02-24,10:30,Walmart,409.47,Atlanta GA,Debit Card,175,0
T000384,C0030,2026-02-17,15:08,Best Buy,56.08,Atlanta GA,Credit Card,813,0
T000385,C0100,2026-03-14,06:39,Starbucks,38.86,Charlotte NC,Credit Card,1361,0
T000386,C0022,2026-01-20,19:39,PetSmart,315.9,Jonesboro GA,Credit Card,1436,0
T000387,C0057,2026-01-16,18:22,Amazon,74.31,Atlanta GA,Credit Card,909,0
T000388,C0041,2026-02-01,23:38,Starbucks,324.09,Marietta GA,Debit Card,1258,0
T000389,C0093,2026-03-26,15:13,CVS,424.71,Jonesboro GA,Credit Card,1090,0
T000390,C0078,2026-01-07,13:31,Home Depot,151.29,Marietta GA,Debit Card,820,0
T000391,C0015,2026-01-02,17:59,Amazon,266.5,Savannah GA,Credit Card,678,0
T000392,C0017,2026-03-29,11:48,Best Buy,185.88,Miami FL,Debit Card,994,0
T000393,C0099,2026-01-28,07:59,Target,11.83,Atlanta GA,Credit Card,153,0
T000394,C0051,2026-02-21,08:40,Home Depot,214.67,Jonesboro GA,Debit Card,1128,0
T000395,C0069,2026-01-11,22:58,CVS,46.38,Marietta GA,Debit Card,446,0
T000396,C0020,2026-03-25,08:19,Home Depot,295.29,Jonesboro GA,Debit Card,1460,0
T000397,C0056,2026-02-25,09:29,Amazon,47.68,Atlanta GA,Credit Card,1283,0
T000398,C0078,2026-01-18,06:10,Walmart,64.12,Jonesboro GA,Credit Card,1046,0
T000399,C0045,2026-01-17,14:46,Home Depot,87.65,Miami FL,Debit Card,1845,0
T000400,C0016,2026-01-09,14:45,Walmart,139.63,Jonesboro GA,Debit Card,1210,0
T000401,C0081,2026-01-08,21:54,Target,257.84,Savannah GA,Debit Card,1190,0
T000402,C0022,2026-03-15,09:14,Publix,387.8,Marietta GA,Debit Card,1547,0
T000403,C0066,2026-03-02,17:24,Walmart,126.05,Atlanta GA,Credit Card,1914,0
T000404,C0020,2026-02-01,19:58,Starbucks,116.14,Atlanta GA,Debit Card,1505,0
T000405,C0041,2026-03-28,07:11,Shell,64.1,Atlanta GA,Debit Card,487,0
T000406,C0067,2026-02-06,15:20,Walmart,439.11,Savannah GA,Credit Card,206,0
T000407,C0071,2026-03-14,15:47,PetSmart,104.33,Atlanta GA,Debit Card,1305,0
T000408,C0032,2026-01-26,23:48,PetSmart,498.9,Jonesboro GA,Debit Card,1660,0
T000409,C0032,2026-03-11,17:40,Starbucks,16.84,Atlanta GA,Debit Card,1749,0
T000410,C0089,2026-02-18,15:06,Walmart,380.67,Jonesboro GA,Credit Card,450,0
T000411,C0068,2026-01-19,14:05,Amazon,480.79,Savannah GA,Debit Card,119,0
T000412,C0030,2026-01-11,09:32,Home Depot,231.94,Savannah GA,Debit Card,303,0
T000413,C0082,2026-01-17,13:18,Best Buy,220.32,Atlanta GA,Credit Card,564,0
T000414,C0041,2026-02-04,13:04,Best Buy,162.44,Charlotte NC,Debit Card,1962,0
T000415,C0026,2026-01-22,20:29,Starbucks,81.93,Miami FL,Credit Card,673,0
T000416,C0053,2026-01-27,20:19,Target,482.49,Miami FL,Debit Card,978,0
T000417,C0034,2026-02-08,07:13,Target,404.76,Atlanta GA,Credit Card,1741,0
T000418,C0042,2026-02-20,22:03,Starbucks,484.36,Atlanta GA,Credit Card,1416,0
T000419,C0039,2026-02-27,23:47,Shell,476.29,Marietta GA,Credit Card,1156,0
T000420,C0032,2026-01-18,09:00,Target,402.93,Savannah GA,Credit Card,156,0
T000421,C0100,2026-02-17,08:37,Amazon,412.72,Marietta GA,Credit Card,1230,0
T000422,C0034,2026-03-24,20:51,Target,102.89,Atlanta GA,Credit Card,293,0
T000423,C0012,2026-01-07,11:59,Publix,471.43,Atlanta GA,Credit Card,1205,0
T000424,C0056,2026-02-24,11:22,Best Buy,194.45,Savannah GA,Credit Card,469,0
T000425,C0024,2026-01-05,13:41,Shell,442.29,Jonesboro GA,Debit Card,634,0
T000426,C0064,2026-02-05,18:08,Best Buy,35.18,Miami FL,Debit Card,888,0
T000427,C0026,2026-02-15,21:34,Home Depot,494.75,Marietta GA,Credit Card,1630,0
T000428,C0063,2026-01-24,06:20,Publix,197.25,Miami FL,Debit Card,1252,0
T000429,C0029,2026-03-02,22:22,Walmart,405.28,Jonesboro GA,Credit Card,1600,0
T000430,C0075,2026-01-31,14:34,Amazon,127.69,Marietta GA,Credit Card,1701,0
T000431,C0095,2026-01-23,11:15,Walmart,180.63,Marietta GA,Debit Card,1243,0
T000432,C0041,2026-02-15,10:36,Publix,353.21,Miami FL,Credit Card,1972,0
T000433,C0025,2026-01-05,08:03,PetSmart,91.9,Miami FL,Debit Card,506,0
T000434,C0078,2026-03-20,12:51,Amazon,5.34,Atlanta GA,Debit Card,297,0
T000435,C0044,2026-03-17,10:49,Starbucks,15.85,Jonesboro GA,Credit Card,257,0
T000436,C0068,2026-03-26,18:37,Publix,353.75,Atlanta GA,Debit Card,236,0
T000437,C0044,2026-02-25,21:41,Shell,488.05,Jonesboro GA,Credit Card,679,0
T000438,C0023,2026-03-17,11:24,Home Depot,115.5,Charlotte NC,Debit Card,658,0
T000439,C0094,2026-03-31,18:54,Shell,365.77,Marietta GA,Credit Card,1608,0
T000440,C0073,2026-03-20,13:40,Walmart,460.91,Marietta GA,Debit Card,1188,0
T000441,C0014,2026-01-31,17:20,PetSmart,373.94,Marietta GA,Debit Card,373,0
T000442,C0082,2026-02-03,12:15,Target,226.08,Charlotte NC,Debit Card,1449,0
T000443,C0009,2026-01-07,18:28,Publix,361.6,Jonesboro GA,Credit Card,1530,0
T000444,C0054,2026-02-14,23:24,Starbucks,441.48,Savannah GA,Debit Card,237,0
T000445,C0062,2026-01-10,07:18,CVS,85.51,Charlotte NC,Credit Card,71,0
T000446,C0041,2026-02-18,11:46,Shell,174.2,Atlanta GA,Credit Card,183,0
T000447,C0071,2026-02-25,11:38,Target,353.73,Jonesboro GA,Debit Card,1852,0
T000448,C0056,2026-01-25,19:44,Starbucks,168.89,Atlanta GA,Credit Card,1164,0
T000449,C0093,2026-01-13,07:25,Home Depot,152.21,Jonesboro GA,Debit Card,1200,0
T000450,C0071,2026-02-24,08:18,PetSmart,183.61,Marietta GA,Credit Card,1717,0
T000451,C0085,2026-01-27,11:40,CVS,53.01,Savannah GA,Credit Card,627,0
T000452,C0011,2026-03-02,21:57,PetSmart,393.51,Atlanta GA,Debit Card,1383,0
T000453,C0034,2026-02-18,17:11,Target,96.52,Charlotte NC,Debit Card,942,0
T000454,C0006,2026-02-04,07:09,Shell,135.38,Savannah GA,Debit Card,1570,0
T000455,C0090,2026-02-22,13:35,Target,405.05,Atlanta GA,Debit Card,154,0
T000456,C0050,2026-01-31,21:19,Home Depot,288.49,Savannah GA,Debit Card,191,0
T000457,C0051,2026-02-27,11:10,Walmart,64.54,Miami FL,Credit Card,463,0
T000458,C0025,2026-03-29,19:12,Starbucks,43.79,Atlanta GA,Debit Card,1714,0
T000459,C0081,2026-01-09,08:24,Starbucks,163.28,Miami FL,Debit Card,1169,0
T000460,C0051,2026-01-02,22:50,Home Depot,262.25,Jonesboro GA,Debit Card,889,0
T000461,C0015,2026-03-16,09:59,Best Buy,285.46,Marietta GA,Credit Card,246,0
T000462,C0073,2026-02-03,18:41,Target,439.56,Jonesboro GA,Debit Card,1024,0
T000463,C0074,2026-02-21,10:39,CVS,90.24,Savannah GA,Credit Card,1276,0
T000464,C0088,2026-02-12,13:03,Best Buy,445.34,Atlanta GA,Debit Card,1557,0
T000465,C0061,2026-02-08,15:17,Shell,172.24,Jonesboro GA,Credit Card,1756,0
T000466,C0063,2026-02-26,16:17,Target,153.74,Marietta GA,Credit Card,1522,0
T000467,C0054,2026-01-28,19:47,CVS,98.03,Charlotte NC,Credit Card,1022,0
T000468,C0098,2026-01-21,08:19,Home Depot,260.06,Jonesboro GA,Credit Card,1483,0
T000469,C0065,2026-01-26,07:15,Best Buy,91.0,Marietta GA,Credit Card,97,0
T000470,C0059,2026-03-01,22:25,Walmart,140.62,Jonesboro GA,Credit Card,1331,0
T000471,C0016,2026-02-27,11:55,Walmart,246.95,Marietta GA,Debit Card,1001,0
T000472,C0076,2026-02-03,08:18,Home Depot,85.94,Jonesboro GA,Debit Card,86,0
T000473,C0050,2026-03-24,13:43,Walmart,429.27,Marietta GA,Credit Card,453,0
T000474,C0035,2026-03-29,06:30,Best Buy,432.99,Miami FL,Credit Card,1896,0
T000475,C0017,2026-03-19,15:45,Starbucks,115.77,Miami FL,Credit Card,1482,0
T000476,C0083,2026-02-28,14:13,Shell,426.54,Savannah GA,Debit Card,985,0
T000477,C0039,2026-01-01,22:42,Home Depot,294.32,Miami FL,Debit Card,1757,0
T000478,C0048,2026-01-14,21:04,Home Depot,152.75,Charlotte NC,Debit Card,718,0
T000479,C0036,2026-03-25,15:12,Publix,329.78,Jonesboro GA,Debit Card,337,0
T000480,C0067,2026-03-29,10:46,Amazon,331.96,Atlanta GA,Debit Card,82,0
T000481,C0084,2026-02-21,18:47,PetSmart,453.92,Jonesboro GA,Debit Card,102,0
T000482,C0075,2026-01-29,23:40,CVS,364.64,Marietta GA,Debit Card,1637,0
T000483,C0061,2026-03-26,23:11,Publix,423.48,Miami FL,Debit Card,631,0
T000484,C0013,2026-03-13,11:43,PetSmart,363.97,Marietta GA,Debit Card,1872,0
T000485,C0043,2026-02-09,19:50,Target,115.55,Marietta GA,Debit Card,1846,0
T000486,C0043,2026-01-16,21:03,Publix,234.56,Jonesboro GA,Debit Card,1804,0
T000487,C0082,2026-01-25,22:07,CVS,238.75,Miami FL,Credit Card,1806,0
T000488,C0088,2026-01-20,10:12,Best Buy,209.49,Miami FL,Debit Card,731,0
T000489,C0053,2026-01-24,08:31,CVS,161.61,Savannah GA,Credit Card,711,0
T000490,C0081,2026-02-05,12:48,Starbucks,7.33,Jonesboro GA,Credit Card,1614,0
T000491,C0022,2026-01-12,10:39,CVS,393.68,Marietta GA,Debit Card,918,0
T000492,C0082,2026-02-19,06:02,Best Buy,482.84,Savannah GA,Debit Card,1123,0
T000493,C0026,2026-03-09,12:01,Publix,379.64,Atlanta GA,Debit Card,1415,0
T000494,C0001,2026-01-14,18:32,Amazon,159.49,Marietta GA,Debit Card,1235,0
T000495,C0040,2026-02-07,20:46,Starbucks,152.61,Atlanta GA,Credit Card,1095,0
T000496,C0077,2026-01-18,16:57,Home Depot,444.55,Jonesboro GA,Debit Card,1033,0
T000497,C0046,2026-01-29,10:13,Amazon,14.47,Marietta GA,Debit Card,1533,0
T000498,C0003,2026-03-25,07:24,CVS,65.97,Miami FL,Credit Card,1825,0
T000499,C0082,2026-01-07,09:41,Shell,298.99,Miami FL,Credit Card,1742,0
T000500,C0003,2026-02-18,09:35,Walmart,211.3,Charlotte NC,Credit Card,547,0
T000501,C0061,2026-03-26,09:42,Starbucks,154.05,Marietta GA,Credit Card,1095,0
T000502,C0035,2026-01-14,22:46,CVS,212.32,Miami FL,Credit Card,1295,0
T000503,C0016,2026-03-19,12:49,Shell,251.38,Atlanta GA,Credit Card,568,0
T000504,C0067,2026-01-06,23:31,Amazon,151.2,Jonesboro GA,Debit Card,1894,0
T000505,C0027,2026-03-27,08:58,PetSmart,6.36,Jonesboro GA,Credit Card,256,0
T000506,C0074,2026-01-10,09:57,PetSmart,390.87,Marietta GA,Credit Card,554,0
T000507,C0083,2026-01-07,09:52,Amazon,135.74,Savannah GA,Debit Card,387,0
T000508,C0006,2026-01-15,09:54,Shell,215.87,Jonesboro GA,Debit Card,1582,0
T000509,C0006,2026-02-26,14:56,Walmart,167.69,Marietta GA,Credit Card,1531,0
T000510,C0012,2026-02-21,20:17,Publix,61.35,Jonesboro GA,Credit Card,1741,0
T000511,C0050,2026-03-31,07:54,PetSmart,60.96,Savannah GA,Credit Card,356,0
T000512,C0014,2026-03-28,20:11,Best Buy,402.12,Miami FL,Debit Card,1281,0
T000513,C0049,2026-01-17,21:58,Publix,431.98,Miami FL,Credit Card,1029,0
T000514,C0015,2026-03-25,16:00,Best Buy,36.35,Savannah GA,Credit Card,1472,0
T000515,C0087,2026-03-27,16:33,Home Depot,489.06,Charlotte NC,Credit Card,1101,0
T000516,C0089,2026-02-01,21:22,CVS,332.55,Atlanta GA,Debit Card,1389,0
T000517,C0087,2026-01-21,22:54,Best Buy,10.76,Marietta GA,Credit Card,991,0
T000518,C0064,2026-02-12,14:03,Starbucks,163.71,Atlanta GA,Debit Card,1068,0
T000519,C0029,2026-01-31,08:29,Home Depot,204.62,Charlotte NC,Debit Card,939,0
T000520,C0074,2026-01-16,21:47,PetSmart,226.3,Atlanta GA,Debit Card,1368,0
T000521,C0003,2026-03-12,06:52,Target,22.74,Savannah GA,Debit Card,216,0
T000522,C0078,2026-03-13,12:41,CVS,445.6,Charlotte NC,Debit Card,1405,0
T000523,C0059,2026-02-28,16:35,Publix,409.21,Jonesboro GA,Credit Card,1601,0
T000524,C0080,2026-01-15,09:48,CVS,359.38,Savannah GA,Debit Card,1379,0
T000525,C0029,2026-02-07,23:33,Walmart,415.79,Jonesboro GA,Debit Card,795,0
T000526,C0090,2026-02-22,09:16,Target,248.75,Atlanta GA,Credit Card,1281,0
T000527,C0026,2026-01-25,16:06,Amazon,111.72,Atlanta GA,Debit Card,1580,0
T000528,C0054,2026-02-27,20:42,Walmart,387.21,Charlotte NC,Credit Card,1236,0
T000529,C0065,2026-01-07,23:59,Starbucks,267.53,Savannah GA,Credit Card,916,0
T000530,C0075,2026-01-23,10:06,PetSmart,347.45,Miami FL,Credit Card,823,0
T000531,C0085,2026-02-19,19:38,CVS,254.53,Miami FL,Debit Card,1905,0
T000532,C0089,2026-02-07,20:51,Amazon,481.98,Jonesboro GA,Debit Card,303,0
T000533,C0018,2026-03-12,16:45,Best Buy,422.32,Miami FL,Debit Card,1539,0
T000534,C0071,2026-02-07,17:58,Amazon,313.96,Marietta GA,Credit Card,1407,0
T000535,C0017,2026-02-15,23:30,Starbucks,356.62,Miami FL,Debit Card,1223,0
T000536,C0074,2026-02-24,06:33,Best Buy,439.35,Charlotte NC,Debit Card,248,0
T000537,C0004,2026-01-26,14:48,Best Buy,336.78,Marietta GA,Credit Card,1638,0
T000538,C0021,2026-01-08,15:13,Shell,77.48,Charlotte NC,Debit Card,1573,0
T000539,C0070,2026-03-28,23:55,Walmart,55.73,Jonesboro GA,Debit Card,489,0
T000540,C0096,2026-03-31,15:44,Home Depot,257.91,Savannah GA,Credit Card,1390,0
T000541,C0007,2026-03-29,16:35,Best Buy,478.57,Savannah GA,Debit Card,140,0
T000542,C0002,2026-03-23,17:48,Shell,415.84,Marietta GA,Debit Card,1235,0
T000543,C0070,2026-01-23,08:11,CVS,150.62,Marietta GA,Credit Card,385,0
T000544,C0095,2026-02-05,23:16,Home Depot,25.11,Atlanta GA,Debit Card,296,0
T000545,C0021,2026-01-20,07:09,CVS,168.63,Jonesboro GA,Credit Card,1931,0
T000546,C0042,2026-03-15,23:22,CVS,247.82,Atlanta GA,Debit Card,179,0
T000547,C0091,2026-03-08,08:50,Publix,478.71,Miami FL,Credit Card,1064,0
T000548,C0021,2026-01-29,12:42,Best Buy,50.51,Miami FL,Debit Card,709,0
T000549,C0043,2026-03-21,22:30,Publix,475.4,Jonesboro GA,Credit Card,1179,0
T000550,C0097,2026-03-24,13:02,Walmart,225.61,Atlanta GA,Debit Card,1427,0
T000551,C0042,2026-02-06,06:58,Best Buy,132.01,Atlanta GA,Debit Card,1088,0
T000552,C0099,2026-02-07,12:20,Publix,245.97,Miami FL,Debit Card,1082,0
T000553,C0011,2026-01-27,12:55,Target,315.33,Marietta GA,Credit Card,1433,0
T000554,C0055,2026-01-10,10:01,Target,325.05,Marietta GA,Debit Card,970,0
T000555,C0092,2026-01-23,14:35,Publix,41.26,Atlanta GA,Credit Card,174,0
T000556,C0074,2026-03-22,18:27,Amazon,197.08,Jonesboro GA,Debit Card,677,0
T000557,C0003,2026-03-24,08:48,Best Buy,269.74,Charlotte NC,Credit Card,1557,0
T000558,C0075,2026-03-06,09:18,Walmart,182.06,Charlotte NC,Credit Card,1641,0
T000559,C0088,2026-02-26,18:25,Shell,144.35,Miami FL,Credit Card,1713,0
T000560,C0085,2026-01-18,18:50,Walmart,269.07,Savannah GA,Credit Card,1663,0
T000561,C0070,2026-03-24,17:00,Shell,152.54,Charlotte NC,Credit Card,1163,0
T000562,C0072,2026-03-18,18:34,Starbucks,7.49,Atlanta GA,Credit Card,1151,0
T000563,C0011,2026-03-24,22:09,Shell,109.81,Marietta GA,Debit Card,359,0
T000564,C0024,2026-01-24,07:54,Amazon,101.19,Miami FL,Debit Card,1568,0
T000565,C0071,2026-01-09,14:06,PetSmart,148.87,Charlotte NC,Credit Card,434,0
T000566,C0093,2026-03-27,13:06,CVS,181.78,Savannah GA,Debit Card,613,0
T000567,C0080,2026-02-12,15:44,Target,245.5,Marietta GA,Debit Card,1226,0
T000568,C0020,2026-02-24,11:00,CVS,404.81,Miami FL,Debit Card,671,0
T000569,C0032,2026-02-16,10:43,Amazon,141.96,Charlotte NC,Debit Card,1531,0
T000570,C0043,2026-02-09,21:35,PetSmart,182.58,Savannah GA,Debit Card,252,0
T000571,C0023,2026-01-18,23:12,CVS,430.06,Atlanta GA,Debit Card,569,0
T000572,C0094,2026-03-06,06:52,Target,446.59,Charlotte NC,Credit Card,1221,0
T000573,C0075,2026-03-12,14:34,Best Buy,453.62,Miami FL,Credit Card,1860,0
T000574,C0070,2026-01-29,15:08,PetSmart,186.08,Charlotte NC,Credit Card,981,0
T000575,C0065,2026-01-02,13:54,Home Depot,185.11,Atlanta GA,Debit Card,1681,0
T000576,C0079,2026-01-23,10:47,Starbucks,225.88,Miami FL,Credit Card,1529,0
T000577,C0062,2026-01-30,08:16,Publix,381.93,Atlanta GA,Credit Card,786,0
T000578,C0030,2026-02-16,18:30,Walmart,261.35,Charlotte NC,Credit Card,1909,0
T000579,C0059,2026-03-08,14:53,Walmart,56.1,Atlanta GA,Debit Card,1549,0
T000580,C0034,2026-02-18,17:37,CVS,191.45,Miami FL,Credit Card,1368,0
T000581,C0010,2026-01-29,22:25,Home Depot,486.47,Jonesboro GA,Debit Card,752,0
T000582,C0045,2026-01-18,20:10,PetSmart,253.41,Savannah GA,Credit Card,501,0
T000583,C0010,2026-01-24,11:23,Home Depot,109.7,Charlotte NC,Debit Card,1262,0
T000584,C0092,2026-02-12,09:30,Target,210.23,Charlotte NC,Credit Card,1412,0
T000585,C0062,2026-02-22,06:15,PetSmart,325.39,Marietta GA,Credit Card,118,0
T000586,C0017,2026-03-07,07:57,CVS,71.69,Miami FL,Credit Card,1202,0
T000587,C0019,2026-03-08,18:38,Walmart,461.61,Marietta GA,Debit Card,1184,0
T000588,C0082,2026-01-28,20:38,Walmart,473.89,Charlotte NC,Debit Card,995,0
T000589,C0062,2026-03-16,11:39,Starbucks,302.42,Marietta GA,Debit Card,1380,0
T000590,C0066,2026-03-18,08:14,Shell,461.56,Marietta GA,Debit Card,804,0
T000591,C0050,2026-03-06,19:52,Starbucks,105.16,Atlanta GA,Credit Card,336,0
T000592,C0078,2026-03-18,07:56,Target,451.3,Marietta GA,Debit Card,1635,0
T000593,C0069,2026-01-17,23:52,Home Depot,243.71,Atlanta GA,Credit Card,32,0
T000594,C0100,2026-01-06,22:27,Best Buy,188.34,Miami FL,Debit Card,499,0
T000595,C0062,2026-02-02,21:49,Best Buy,215.62,Jonesboro GA,Credit Card,506,0
T000596,C0011,2026-01-01,06:36,Shell,132.61,Miami FL,Debit Card,1100,0
T000597,C0016,2026-03-30,16:26,Home Depot,329.0,Atlanta GA,Debit Card,771,0
